Ugs;Id;Uds
5,000000;0,004109;1,600000
5,000000;0,004217;1,800000
5,000000;0,004286;2,000000
5,000000;0,004332;2,200000
5,000000;0,004378;2,400000
5,000000;0,004410;2,600000
5,000000;0,004435;2,800000
5,000000;0,004455;3,000000
5,000000;0,004479;3,200001
5,000000;0,004498;3,400001
5,000000;0,004516;3,600001
5,000000;0,004534;3,800001
5,000000;0,004547;4,000000
5,000000;0,004560;4,200000
5,000000;0,004575;4,400000
5,000000;0,004585;4,600000
5,000000;0,004598;4,800000
5,000000;0,004618;5,000000
5,000000;0,004627;5,199999
5,000000;0,004641;5,399999
5,000000;0,004652;5,599999
5,000000;0,004663;5,799999
5,000000;0,004673;5,999999
5,000000;0,004684;6,199998
5,000000;0,004690;6,399998
5,000000;0,004700;6,599998
5,000000;0,004708;6,799998
5,000000;0,004718;6,999998
5,000000;0,004730;7,199997
5,000000;0,004743;7,399997
5,000000;0,004754;7,599997
5,000000;0,004763;7,799997
5,000000;0,004773;7,999997
5,000000;0,004783;8,199997
5,000000;0,004795;8,399997
5,000000;0,004800;8,599997
5,000000;0,004814;8,799996
5,000000;0,004822;8,999996
5,000000;0,004842;9,199996
5,000000;0,004855;9,399996
5,000000;0,004873;9,599996
5,000000;0,004886;9,799995
5,000000;0,004902;9,999995
5,000000;0,004927;10,200000
5,000000;0,004948;10,399990
6,000000;0,001404;0,400000
6,000000;0,002657;0,600000
6,000000;0,003765;0,800000
6,000000;0,004704;1,000000
6,000000;0,005492;1,200000
6,000000;0,006130;1,400000
6,000000;0,006617;1,600000
6,000000;0,006973;1,800000
6,000000;0,007221;2,000000
6,000000;0,007387;2,200000
6,000000;0,007502;2,400000
6,000000;0,007590;2,600000
6,000000;0,007654;2,800000
6,000000;0,007705;3,000000
6,000000;0,007749;3,200001
6,000000;0,007786;3,400001
6,000000;0,007817;3,600001
6,000000;0,007849;3,800001
6,000000;0,007874;4,000000
6,000000;0,007897;4,200000
6,000000;0,007919;4,400000
6,000000;0,007941;4,600000
6,000000;0,007963;4,800000
6,000000;0,007982;5,000000
6,000000;0,008002;5,199999
6,000000;0,008019;5,399999
6,000000;0,008035;5,599999
6,000000;0,008052;5,799999
6,000000;0,008068;5,999999
6,000000;0,008083;6,199998
6,000000;0,008096;6,399998
6,000000;0,008117;6,599998
6,000000;0,008134;6,799998
6,000000;0,008145;6,999998
6,000000;0,008160;7,199997
6,000000;0,008172;7,399997
6,000000;0,008185;7,599997
6,000000;0,008197;7,799997
6,000000;0,008212;7,999997
6,000000;0,008224;8,199997
6,000000;0,008237;8,399997
6,000000;0,008249;8,599997
6,000000;0,008263;8,799996
6,000000;0,008284;8,999996
6,000000;0,008300;9,199996
6,000000;0,008319;9,399996
6,000000;0,008336;9,599996
6,000000;0,008355;9,799995
6,000000;0,008376;9,999995
6,000000;0,008396;10,200000
6,000000;0,008424;10,399990
7,000000;0,001719;0,400000
7,000000;0,003302;0,600000
7,000000;0,004748;0,800000
7,000000;0,006043;1,000000
7,000000;0,007185;1,200000
7,000000;0,008171;1,400000
7,000000;0,009004;1,600000
7,000000;0,009697;1,800000
7,000000;0,010246;2,000000
7,000000;0,010662;2,200000
7,000000;0,010970;2,400000
7,000000;0,011199;2,600000
7,000000;0,011357;2,800000
7,000000;0,011482;3,000000
7,000000;0,011571;3,200001
7,000000;0,011639;3,400001
7,000000;0,011698;3,600001
7,000000;0,011747;3,800001
7,000000;0,011794;4,000000
7,000000;0,011830;4,200000
7,000000;0,011870;4,400000
7,000000;0,011901;4,600000
7,000000;0,011930;4,800000
7,000000;0,011958;5,000000
7,000000;0,011985;5,199999
7,000000;0,012007;5,399999
7,000000;0,012032;5,599999
7,000000;0,012058;5,799999
7,000000;0,012073;5,999999
7,000000;0,012099;6,199998
7,000000;0,012117;6,399998
7,000000;0,012138;6,599998
7,000000;0,012153;6,799998
7,000000;0,012169;6,999998
7,000000;0,012186;7,199997
7,000000;0,012198;7,399997
7,000000;0,012211;7,599997
7,000000;0,012226;7,799997
7,000000;0,012242;7,999997
7,000000;0,012253;8,199997
7,000000;0,012269;8,399997
7,000000;0,012284;8,599997
7,000000;0,012299;8,799996
7,000000;0,012321;8,999996
7,000000;0,012335;9,199996
7,000000;0,012352;9,399996
7,000000;0,012370;9,599996
7,000000;0,012390;9,799995
7,000000;0,012410;9,999995
7,000000;0,012428;10,200000
7,000000;0,012454;10,399990
8,000000;0,002001;0,400000
8,000000;0,003896;0,600000
8,000000;0,005650;0,800000
8,000000;0,007258;1,000000
8,000000;0,008728;1,200000
8,000000;0,010048;1,400000
8,000000;0,011217;1,600000
8,000000;0,012233;1,800000
8,000000;0,013100;2,000000
8,000000;0,013821;2,200000
8,000000;0,014411;2,400000
8,000000;0,014883;2,600000
8,000000;0,015240;2,800000
8,000000;0,015510;3,000000
8,000000;0,015710;3,200001
8,000000;0,015859;3,400001
8,000000;0,015972;3,600001
8,000000;0,016068;3,800001
8,000000;0,016146;4,000000
8,000000;0,016203;4,200000
8,000000;0,016256;4,400000
8,000000;0,016300;4,600000
8,000000;0,016346;4,800000
8,000000;0,016386;5,000000
8,000000;0,016420;5,199999
8,000000;0,016450;5,399999
8,000000;0,016479;5,599999
8,000000;0,016504;5,799999
8,000000;0,016529;5,999999
8,000000;0,016549;6,199998
8,000000;0,016567;6,399998
8,000000;0,016589;6,599998
8,000000;0,016610;6,799998
8,000000;0,016626;6,999998
8,000000;0,016645;7,199997
8,000000;0,016665;7,399997
8,000000;0,016680;7,599997
8,000000;0,016694;7,799997
8,000000;0,016706;7,999997
8,000000;0,016716;8,199997
8,000000;0,016729;8,399997
8,000000;0,016747;8,599997
8,000000;0,016761;8,799996
8,000000;0,016773;8,999996
8,000000;0,016787;9,199996
8,000000;0,016802;9,399996
8,000000;0,016816;9,599996
8,000000;0,016827;9,799995
8,000000;0,016845;9,999995
8,000000;0,016861;10,200000
8,000000;0,016886;10,399990
9,000000;0,002270;0,400000
9,000000;0,004432;0,600000
9,000000;0,006478;0,800000
9,000000;0,008381;1,000000
9,000000;0,010152;1,200000
9,000000;0,011771;1,400000
9,000000;0,013242;1,600000
9,000000;0,014565;1,800000
9,000000;0,015739;2,000000
9,000000;0,016765;2,200000
9,000000;0,017652;2,400000
9,000000;0,018401;2,600000
9,000000;0,019015;2,800000
9,000000;0,019512;3,000000
9,000000;0,019899;3,200001
9,000000;0,020199;3,400001
9,000000;0,020431;3,600001
9,000000;0,020606;3,800001
9,000000;0,020743;4,000000
9,000000;0,020856;4,200000
9,000000;0,020943;4,400000
9,000000;0,021015;4,600000
9,000000;0,021076;4,800000
9,000000;0,021127;5,000000
9,000000;0,021171;5,199999
9,000000;0,021211;5,399999
9,000000;0,021241;5,599999
9,000000;0,021277;5,799999
9,000000;0,021306;5,999999
9,000000;0,021326;6,199998
9,000000;0,021348;6,399998
9,000000;0,021369;6,599998
9,000000;0,021394;6,799998
9,000000;0,021406;6,999998
9,000000;0,021425;7,199997
9,000000;0,021438;7,399997
9,000000;0,021451;7,599997
9,000000;0,021465;7,799997
9,000000;0,021475;7,999997
9,000000;0,021486;8,199997
9,000000;0,021494;8,399997
9,000000;0,021502;8,599997
9,000000;0,021512;8,799996
9,000000;0,021519;8,999996
9,000000;0,021528;9,199996
9,000000;0,021537;9,399996
9,000000;0,021545;9,599996
9,000000;0,021553;9,799995
9,000000;0,021564;9,999995
9,000000;0,021572;10,200000
9,000000;0,021586;10,399990
10,000000;0,002508;0,400000
10,000000;0,004934;0,600000
10,000000;0,007245;0,800000
10,000000;0,009415;1,000000
10,000000;0,011464;1,200000
10,000000;0,013369;1,400000
10,000000;0,015122;1,600000
10,000000;0,016725;1,800000
10,000000;0,018184;2,000000
10,000000;0,019495;2,200000
10,000000;0,020662;2,400000
10,000000;0,021681;2,600000
10,000000;0,022561;2,800000
10,000000;0,023312;3,000000
10,000000;0,023940;3,200001
10,000000;0,024453;3,400001
10,000000;0,024864;3,600001
10,000000;0,025182;3,800001
10,000000;0,025429;4,000000
10,000000;0,025627;4,200000
10,000000;0,025783;4,400000
10,000000;0,025902;4,600000
10,000000;0,025993;4,800000
10,000000;0,026073;5,000000
10,000000;0,026133;5,199999
10,000000;0,026186;5,399999
10,000000;0,026234;5,599999
10,000000;0,026272;5,799999
10,000000;0,026303;5,999999
10,000000;0,026329;6,199998
10,000000;0,026353;6,399998
10,000000;0,026373;6,599998
10,000000;0,026392;6,799998
10,000000;0,026408;6,999998
10,000000;0,026421;7,199997
10,000000;0,026430;7,399997
10,000000;0,026442;7,599997
10,000000;0,026454;7,799997
10,000000;0,026453;7,999997
10,000000;0,026465;8,199997
10,000000;0,026470;8,399997
10,000000;0,026475;8,599997
10,000000;0,026476;8,799996
10,000000;0,026475;8,999996
10,000000;0,026473;9,199996
10,000000;0,026475;9,399996
10,000000;0,026476;9,599996
10,000000;0,026476;9,799995
10,000000;0,026476;9,999995
10,000000;0,026476;10,200000
10,000000;0,026476;10,399990
